年度,月,日,指導員/啓発員,データ種別,値区分,値,ObjectId
2020,7,31,分煙対策指導員,指導対象,路上喫煙,117,423
2020,7,31,分煙対策指導員,指導対象,路上喫煙過料,27,424
2020,8,1,分煙対策指導員,指導対象,路上喫煙,123,425
2020,8,1,分煙対策指導員,指導対象,路上喫煙過料,23,426
2020,8,2,分煙対策指導員,指導対象,路上喫煙,126,427
2020,8,2,分煙対策指導員,指導対象,路上喫煙過料,21,428
2020,8,3,分煙対策指導員,指導対象,路上喫煙,126,429
2020,8,3,分煙対策指導員,指導対象,路上喫煙過料,17,430
2020,8,4,分煙対策指導員,指導対象,路上喫煙,161,431
2020,8,4,分煙対策指導員,指導対象,路上喫煙過料,20,432
2020,8,5,分煙対策指導員,指導対象,路上喫煙,77,433
2020,8,5,分煙対策指導員,指導対象,路上喫煙過料,11,434
2020,8,6,分煙対策指導員,指導対象,路上喫煙,207,435
2020,8,6,分煙対策指導員,指導対象,路上喫煙過料,36,436
2020,8,7,分煙対策指導員,指導対象,路上喫煙,96,437
2020,8,7,分煙対策指導員,指導対象,路上喫煙過料,12,438
2020,8,8,分煙対策指導員,指導対象,路上喫煙,126,439
2020,8,8,分煙対策指導員,指導対象,路上喫煙過料,27,440
2020,8,9,分煙対策指導員,指導対象,路上喫煙,0,441
2020,8,9,分煙対策指導員,指導対象,路上喫煙過料,0,442
2020,8,10,分煙対策指導員,指導対象,路上喫煙,107,443
2020,8,10,分煙対策指導員,指導対象,路上喫煙過料,21,444
2020,8,11,分煙対策指導員,指導対象,路上喫煙,127,445
2020,8,11,分煙対策指導員,指導対象,路上喫煙過料,29,446
2020,8,12,分煙対策指導員,指導対象,路上喫煙,113,447
2020,8,12,分煙対策指導員,指導対象,路上喫煙過料,18,448
2020,8,13,分煙対策指導員,指導対象,路上喫煙,121,449
2020,8,13,分煙対策指導員,指導対象,路上喫煙過料,30,450
2020,9,8,分煙対策指導員,指導対象,路上喫煙,139,451
2020,9,8,分煙対策指導員,指導対象,路上喫煙過料,28,452
2020,9,9,分煙対策指導員,指導対象,路上喫煙,120,453
2020,9,9,分煙対策指導員,指導対象,路上喫煙過料,31,454
2020,9,10,分煙対策指導員,指導対象,路上喫煙,109,455
2020,9,10,分煙対策指導員,指導対象,路上喫煙過料,13,456
2020,9,11,分煙対策指導員,指導対象,路上喫煙,112,457
2020,9,11,分煙対策指導員,指導対象,路上喫煙過料,19,458
2020,9,12,分煙対策指導員,指導対象,路上喫煙,116,459
2020,9,12,分煙対策指導員,指導対象,路上喫煙過料,17,460
2020,9,13,分煙対策指導員,指導対象,路上喫煙,0,461
2020,9,13,分煙対策指導員,指導対象,路上喫煙過料,0,462
2020,9,14,分煙対策指導員,指導対象,路上喫煙,149,463
2020,9,14,分煙対策指導員,指導対象,路上喫煙過料,13,464
2020,9,15,分煙対策指導員,指導対象,路上喫煙,124,465
2020,9,15,分煙対策指導員,指導対象,路上喫煙過料,22,466
2020,9,16,分煙対策指導員,指導対象,路上喫煙,76,467
2020,9,16,分煙対策指導員,指導対象,路上喫煙過料,23,468
2020,9,17,分煙対策指導員,指導対象,路上喫煙,164,469
2020,9,17,分煙対策指導員,指導対象,路上喫煙過料,39,470
2020,9,18,分煙対策指導員,指導対象,路上喫煙,138,471
2020,9,18,分煙対策指導員,指導対象,路上喫煙過料,11,472
2020,9,19,分煙対策指導員,指導対象,路上喫煙,82,473
2020,9,19,分煙対策指導員,指導対象,路上喫煙過料,15,474
2020,9,20,分煙対策指導員,指導対象,路上喫煙,110,475
2020,9,20,分煙対策指導員,指導対象,路上喫煙過料,27,476
2020,9,21,分煙対策指導員,指導対象,路上喫煙,147,477
2020,9,21,分煙対策指導員,指導対象,路上喫煙過料,12,478
2020,9,22,分煙対策指導員,指導対象,路上喫煙,81,479
2020,9,22,分煙対策指導員,指導対象,路上喫煙過料,15,480
2020,9,23,分煙対策指導員,指導対象,路上喫煙,77,481
2020,9,23,分煙対策指導員,指導対象,路上喫煙過料,17,482
2020,9,24,分煙対策指導員,指導対象,路上喫煙,115,483
2020,9,24,分煙対策指導員,指導対象,路上喫煙過料,11,484
2020,9,25,分煙対策指導員,指導対象,路上喫煙,188,485
2020,9,25,分煙対策指導員,指導対象,路上喫煙過料,15,486
2020,9,26,分煙対策指導員,指導対象,路上喫煙,91,487
2020,9,26,分煙対策指導員,指導対象,路上喫煙過料,21,488
2020,9,27,分煙対策指導員,指導対象,路上喫煙,110,489
2020,9,27,分煙対策指導員,指導対象,路上喫煙過料,11,490
2020,9,28,分煙対策指導員,指導対象,路上喫煙,150,491
2020,9,28,分煙対策指導員,指導対象,路上喫煙過料,17,492
2020,9,29,分煙対策指導員,指導対象,路上喫煙,188,493
2020,9,29,分煙対策指導員,指導対象,路上喫煙過料,28,494
2020,9,30,分煙対策指導員,指導対象,路上喫煙,110,495
2020,9,30,分煙対策指導員,指導対象,路上喫煙過料,24,496
2020,10,1,分煙対策指導員,指導対象,路上喫煙,239,497
2020,10,1,分煙対策指導員,指導対象,路上喫煙過料,41,498
2020,10,2,分煙対策指導員,指導対象,路上喫煙,165,499
2020,10,2,分煙対策指導員,指導対象,路上喫煙過料,27,500
2020,11,22,分煙対策指導員,指導対象,路上喫煙,117,501
2020,11,22,分煙対策指導員,指導対象,路上喫煙過料,46,502
2020,11,23,分煙対策指導員,指導対象,路上喫煙,156,503
2020,11,23,分煙対策指導員,指導対象,路上喫煙過料,26,504
2020,11,24,分煙対策指導員,指導対象,路上喫煙,121,505
2020,11,24,分煙対策指導員,指導対象,路上喫煙過料,20,506
2020,11,25,分煙対策指導員,指導対象,路上喫煙,89,507
2020,11,25,分煙対策指導員,指導対象,路上喫煙過料,27,508
2020,11,26,分煙対策指導員,指導対象,路上喫煙,139,509
2020,11,26,分煙対策指導員,指導対象,路上喫煙過料,12,510
2020,11,27,分煙対策指導員,指導対象,路上喫煙,201,511
2020,11,27,分煙対策指導員,指導対象,路上喫煙過料,7,512
2020,11,28,分煙対策指導員,指導対象,路上喫煙,71,513
2020,11,28,分煙対策指導員,指導対象,路上喫煙過料,8,514
2020,11,29,分煙対策指導員,指導対象,路上喫煙,107,515
2020,11,29,分煙対策指導員,指導対象,路上喫煙過料,26,516
2020,11,30,分煙対策指導員,指導対象,路上喫煙,92,517
2020,11,30,分煙対策指導員,指導対象,路上喫煙過料,18,518
2020,12,1,分煙対策指導員,指導対象,路上喫煙,181,519
2020,12,1,分煙対策指導員,指導対象,路上喫煙過料,31,520
2020,12,2,分煙対策指導員,指導対象,路上喫煙,93,521
2020,12,2,分煙対策指導員,指導対象,路上喫煙過料,23,522
2020,12,3,分煙対策指導員,指導対象,路上喫煙,101,523
2020,12,3,分煙対策指導員,指導対象,路上喫煙過料,5,524
2020,12,4,分煙対策指導員,指導対象,路上喫煙,177,525
2020,12,4,分煙対策指導員,指導対象,路上喫煙過料,5,526
2020,12,5,分煙対策指導員,指導対象,路上喫煙,126,527
2020,12,5,分煙対策指導員,指導対象,路上喫煙過料,39,528
2020,12,6,分煙対策指導員,指導対象,路上喫煙,117,529
2020,12,6,分煙対策指導員,指導対象,路上喫煙過料,24,530
2020,12,7,分煙対策指導員,指導対象,路上喫煙,107,531
2020,12,7,分煙対策指導員,指導対象,路上喫煙過料,22,532
2020,12,8,分煙対策指導員,指導対象,路上喫煙,110,533
2020,12,8,分煙対策指導員,指導対象,路上喫煙過料,31,534
2020,12,9,分煙対策指導員,指導対象,路上喫煙,196,535
2020,12,9,分煙対策指導員,指導対象,路上喫煙過料,14,536
2020,12,10,分煙対策指導員,指導対象,路上喫煙,239,537
2020,12,10,分煙対策指導員,指導対象,路上喫煙過料,31,538
2020,12,11,分煙対策指導員,指導対象,路上喫煙,149,539
2020,12,11,分煙対策指導員,指導対象,路上喫煙過料,26,540
2020,12,12,分煙対策指導員,指導対象,路上喫煙,155,541
2020,12,12,分煙対策指導員,指導対象,路上喫煙過料,21,542
2020,12,13,分煙対策指導員,指導対象,路上喫煙,0,543
2020,12,13,分煙対策指導員,指導対象,路上喫煙過料,0,544
2020,12,14,分煙対策指導員,指導対象,路上喫煙,276,545
2020,12,14,分煙対策指導員,指導対象,路上喫煙過料,32,546
2020,12,15,分煙対策指導員,指導対象,路上喫煙,229,547
2020,12,15,分煙対策指導員,指導対象,路上喫煙過料,30,548
2020,12,16,分煙対策指導員,指導対象,路上喫煙,84,549
2020,12,16,分煙対策指導員,指導対象,路上喫煙過料,10,550
2020,10,28,分煙対策指導員,指導対象,路上喫煙,136,551
2020,10,28,分煙対策指導員,指導対象,路上喫煙過料,11,552
2020,10,29,分煙対策指導員,指導対象,路上喫煙,93,553
2020,10,29,分煙対策指導員,指導対象,路上喫煙過料,23,554
2020,10,30,分煙対策指導員,指導対象,路上喫煙,188,555
2020,10,30,分煙対策指導員,指導対象,路上喫煙過料,20,556
2020,10,31,分煙対策指導員,指導対象,路上喫煙,195,557
2020,10,31,分煙対策指導員,指導対象,路上喫煙過料,7,558
2020,11,1,分煙対策指導員,指導対象,路上喫煙,119,559
2020,11,1,分煙対策指導員,指導対象,路上喫煙過料,20,560
2020,11,2,分煙対策指導員,指導対象,路上喫煙,135,561
2020,11,2,分煙対策指導員,指導対象,路上喫煙過料,26,562
2020,11,3,分煙対策指導員,指導対象,路上喫煙,147,563
2020,11,3,分煙対策指導員,指導対象,路上喫煙過料,21,564
2020,11,4,分煙対策指導員,指導対象,路上喫煙,95,565
2020,11,4,分煙対策指導員,指導対象,路上喫煙過料,19,566
2020,11,5,分煙対策指導員,指導対象,路上喫煙,166,567
2020,11,5,分煙対策指導員,指導対象,路上喫煙過料,26,568
2020,11,6,分煙対策指導員,指導対象,路上喫煙,103,569
2020,11,6,分煙対策指導員,指導対象,路上喫煙過料,20,570
2020,11,7,分煙対策指導員,指導対象,路上喫煙,143,571
2020,11,7,分煙対策指導員,指導対象,路上喫煙過料,33,572
2020,11,8,分煙対策指導員,指導対象,路上喫煙,0,573
2020,11,8,分煙対策指導員,指導対象,路上喫煙過料,0,574
2020,11,9,分煙対策指導員,指導対象,路上喫煙,147,575
2020,11,9,分煙対策指導員,指導対象,路上喫煙過料,29,576
2020,11,10,分煙対策指導員,指導対象,路上喫煙,149,577
2020,11,10,分煙対策指導員,指導対象,路上喫煙過料,45,578
2020,11,11,分煙対策指導員,指導対象,路上喫煙,101,579
2020,11,11,分煙対策指導員,指導対象,路上喫煙過料,16,580
2020,11,12,分煙対策指導員,指導対象,路上喫煙,118,581
2020,11,12,分煙対策指導員,指導対象,路上喫煙過料,21,582
2020,11,13,分煙対策指導員,指導対象,路上喫煙,147,583
2020,11,13,分煙対策指導員,指導対象,路上喫煙過料,32,584
2020,11,14,分煙対策指導員,指導対象,路上喫煙,114,585
2020,11,14,分煙対策指導員,指導対象,路上喫煙過料,9,586
2020,11,15,分煙対策指導員,指導対象,路上喫煙,72,587
2020,11,15,分煙対策指導員,指導対象,路上喫煙過料,18,588
2020,11,16,分煙対策指導員,指導対象,路上喫煙,70,589
2020,11,16,分煙対策指導員,指導対象,路上喫煙過料,21,590
2020,11,17,分煙対策指導員,指導対象,路上喫煙,107,591
2020,11,17,分煙対策指導員,指導対象,路上喫煙過料,18,592
2020,11,18,分煙対策指導員,指導対象,路上喫煙,70,593
2020,11,18,分煙対策指導員,指導対象,路上喫煙過料,19,594
2020,11,19,分煙対策指導員,指導対象,路上喫煙,89,595
2020,11,19,分煙対策指導員,指導対象,路上喫煙過料,32,596
2020,11,20,分煙対策指導員,指導対象,路上喫煙,130,597
2020,11,20,分煙対策指導員,指導対象,路上喫煙過料,13,598
2020,11,21,分煙対策指導員,指導対象,路上喫煙,74,599
2020,11,21,分煙対策指導員,指導対象,路上喫煙過料,19,600
2020,10,3,分煙対策指導員,指導対象,路上喫煙,80,601
2020,10,3,分煙対策指導員,指導対象,路上喫煙過料,20,602
2020,10,4,分煙対策指導員,指導対象,路上喫煙,124,603
2020,10,4,分煙対策指導員,指導対象,路上喫煙過料,25,604
2020,10,5,分煙対策指導員,指導対象,路上喫煙,158,605
2020,10,5,分煙対策指導員,指導対象,路上喫煙過料,24,606
2020,10,6,分煙対策指導員,指導対象,路上喫煙,152,607
2020,10,6,分煙対策指導員,指導対象,路上喫煙過料,35,608
2020,10,7,分煙対策指導員,指導対象,路上喫煙,90,609
2020,10,7,分煙対策指導員,指導対象,路上喫煙過料,22,610
2020,10,8,分煙対策指導員,指導対象,路上喫煙,73,611
2020,10,8,分煙対策指導員,指導対象,路上喫煙過料,8,612
2020,10,9,分煙対策指導員,指導対象,路上喫煙,99,613
2020,10,9,分煙対策指導員,指導対象,路上喫煙過料,13,614
2020,10,10,分煙対策指導員,指導対象,路上喫煙,91,615
2020,10,10,分煙対策指導員,指導対象,路上喫煙過料,8,616
2020,10,11,分煙対策指導員,指導対象,路上喫煙,0,617
2020,10,11,分煙対策指導員,指導対象,路上喫煙過料,0,618
2020,10,12,分煙対策指導員,指導対象,路上喫煙,199,619
2020,10,12,分煙対策指導員,指導対象,路上喫煙過料,31,620
2020,10,13,分煙対策指導員,指導対象,路上喫煙,187,621
2020,10,13,分煙対策指導員,指導対象,路上喫煙過料,23,622
2020,10,14,分煙対策指導員,指導対象,路上喫煙,78,623
2020,10,14,分煙対策指導員,指導対象,路上喫煙過料,14,624
2020,10,15,分煙対策指導員,指導対象,路上喫煙,102,625
2020,10,15,分煙対策指導員,指導対象,路上喫煙過料,24,626
2020,10,16,分煙対策指導員,指導対象,路上喫煙,133,627
2020,10,16,分煙対策指導員,指導対象,路上喫煙過料,19,628
2020,10,17,分煙対策指導員,指導対象,路上喫煙,63,629
2020,10,17,分煙対策指導員,指導対象,路上喫煙過料,16,630
2020,10,18,分煙対策指導員,指導対象,路上喫煙,143,631
2020,10,18,分煙対策指導員,指導対象,路上喫煙過料,26,632
2020,10,19,分煙対策指導員,指導対象,路上喫煙,147,633
2020,10,19,分煙対策指導員,指導対象,路上喫煙過料,13,634
2020,10,20,分煙対策指導員,指導対象,路上喫煙,132,635
2020,10,20,分煙対策指導員,指導対象,路上喫煙過料,22,636
2020,10,21,分煙対策指導員,指導対象,路上喫煙,168,637
2020,10,21,分煙対策指導員,指導対象,路上喫煙過料,35,638
2020,10,22,分煙対策指導員,指導対象,路上喫煙,176,639
2020,10,22,分煙対策指導員,指導対象,路上喫煙過料,28,640
2020,10,23,分煙対策指導員,指導対象,路上喫煙,113,641
2020,10,23,分煙対策指導員,指導対象,路上喫煙過料,8,642
2020,10,24,分煙対策指導員,指導対象,路上喫煙,138,643
2020,10,24,分煙対策指導員,指導対象,路上喫煙過料,43,644
2020,10,25,分煙対策指導員,指導対象,路上喫煙,96,645
2020,10,25,分煙対策指導員,指導対象,路上喫煙過料,24,646
2020,10,26,分煙対策指導員,指導対象,路上喫煙,99,647
2020,10,26,分煙対策指導員,指導対象,路上喫煙過料,31,648
2020,10,27,分煙対策指導員,指導対象,路上喫煙,188,649
2020,10,27,分煙対策指導員,指導対象,路上喫煙過料,59,650
2020,12,17,分煙対策指導員,指導対象,路上喫煙,290,651
2020,12,17,分煙対策指導員,指導対象,路上喫煙過料,26,652
2020,12,18,分煙対策指導員,指導対象,路上喫煙,139,653
